X;Y;Z;idstation;nom;adresse1;adresse2;commune;numdansarr;nbbornette;stationbon;pole;ouverte;achevement;gid;code_insee
4.8126762195854;45.7697822121574;0;9011;Conservatoire;"Face 40, Quai Chauveau";avant angle Pont Général Koenig;Lyon 9 ème;11;19;;Conservatoire National de musique;Oui;;77;69389
4.88059395817122;45.7481869061751;0;3051;Place Henri;Place Henri;"Face 5, Cours Docteur Long";Lyon 3 ème;51;13;;maillage;Oui;;78;69383
4.80530366512091;45.7756749996432;0;9003;Place Valmy;"1, Rue Roquette";angle Rue de Bourgogne;Lyon 9 ème;3;16;;"métro D, médiathèque";Oui;;79;69389
4.82901147742179;45.7633837102434;0;5026;Rue de la Baleine;"13, Quai romain Rolland";angle Rue de la Baleine;Lyon 5 ème;26;14;;Vieux Lyon;Oui;;80;69385
4.86643260090993;45.7450177556259;0;8007;Frères Lumière;Rue des Frères Lumières;angle rue Villon;Lyon 8 ème;7;15;;commerces;Oui;;81;69388
4.86428606575088;45.7742255397183;0;10072;Jacques Brel;"Face 4, Rue Jacques Brel";;VILLEURBANNE;64;23;;"Tram, habitat dense et quartier du Tonkin";Oui;;82;69266
4.83628897294204;45.7607097863131;0;2015;République / Stella;"1, Rue Stella";;Lyon 2 ème;15;27;;"commerces, parking";Oui;;83;69382
4.82214287043961;45.7444223014223;0;2028;Sainte-Blandine;"60, Cours Charlemagne";face station tram Ste Blandine;Lyon 2 ème;28;16;;tram;Oui;;84;69382
4.83320595563798;45.7620553014781;0;2025;Mercière / Ferrandière;"1, Rue Ferrandière";Angle Rue de Brest;Lyon 2 ème;25;10;;"restaurants de la rue Mercière, commerces";Oui;;85;69382
4.85632678135882;45.7729113974483;0;6003;Avenue Verguin;"Face 14, Avenue Verguin";devant l'entrée du parc;Lyon 6 ème;3;20;;"Parc de la Tête d'Or, lycée du Parc";Oui;;86;69386
4.82743212269104;45.7662717372986;0;5005;Saint-Paul;Place Saint-Paul;;Lyon 5 ème;5;23;;"Gare, coeur quartier, Vieux Lyon";Oui;;87;69385
4.83597069368682;45.7621739970215;0;2017;République / Ferrandière;"Face 30, Rue Ferrandière";Angle Rue de la République;Lyon 2 ème;17;25;;"métro A, commerces";Oui;;88;69382
4.83450094211128;45.777617376505;0;4005;Place Bertone;Rue du Chariot d'Or;Place Bertone;Lyon 4 ème;5;12;;coeur quartier;Oui;;89;69384
4.82656505039726;45.7604837438978;0;5004;Saint-Jean;"2, Place Edouard Commette";;Lyon 5 ème;4;39;;"funiculaire, coeur quartier, Vieux Lyon";Oui;;90;69385
4.84826655970835;45.7596453088344;0;3004;Bourse du travail;"Face 74, Rue de la Part-Dieu";Face place eugène Varlin;Lyon 3 ème;4;27;;"métro B, coeur quartier";Oui;;91;69383
4.84645322594851;45.7588152050466;0;3088;Place Guichard;"65, Rue Moncey";;Lyon 3 ème;88;16;;"Métro, tram, palais justice, bourse du travail";Oui;;92;69383
4.84448967548905;45.7599809590692;0;3031;Corneille / Servient;"126, Rue Pierre Corneille";Angle Rue Servient;Lyon 3 ème;31;13;;tram;Oui;;93;69383
4.82166179835163;45.7520011769433;0;5015;Fulchiron;"4, Quai Fulchiron";;Lyon 5 ème;15;19;;maillage;Oui;;94;69385
4.85348079711666;45.7571028581682;0;3037;Paul Bert / Garibaldi;"209, Rue Paul Bert";Face place des Martyrs de la Résistance;Lyon 3 ème;37;20;;maillage (piscine Garibaldi);Oui;;95;69383
4.83579879993459;45.7598862786474;0;2035;Childebert / Rivière;"2, Rue Marcel-Gabriel Rivière";Place de la République;Lyon 2 ème;35;23;;"Commerces, hôtel Dieu, place, Parking";Oui;;96;69382
4.84476493884258;45.7688513697594;0;6004;Foch;"11, Cours Franklin Roosevelt";Angle rue Vendôme;Lyon 6 ème;4;20;;"métro A, coeur quartier";Oui;;97;69386
4.82353267323631;45.7455815521805;0;2006;Place de l'Hippodrome;Place de l'Hippodrome;Angle Cours Charlemagne;Lyon 2 ème;6;24;;coeur quartier;Oui;;98;69382
4.81313495281075;45.7579063089064;0;5007;Place de Trion;Place de Trion;Angle rue de Trion et place de Trion;Lyon 5 ème;7;16;;"Place de Trion, St Just, commerces";Oui;;99;69385
4.8557101486888;45.752592143714;0;3039;Place Bir-Hakeim;"Face 2, Place Bir-Hakeim";Angle Rue Julien Duvivier;Lyon 3 ème;39;19;;maillage;Oui;;100;69383
4.88728572321929;45.7495170788471;0;3012;Place du Château;Place du Château;A côté de l'Eglise;Lyon 3 ème;12;25;;coeur de quartier;Oui;;101;69383
4.8268908354867;45.7512270521823;0;2022;Place Carnot;Place Carnot;angle rue Général Plessier;Lyon 2 ème;22;30;;Place Carnot;Oui;;102;69382
4.85890836737005;45.7572314152351;0;3038;Vivier Merle / Paul Bert Est;"65, Boulevard Vivier Merle";angle rue Paul Bert;Lyon 3 ème;38;20;;CAFAL;Oui;Monté;103;69383
4.8967695846255;45.7691684753851;0;10049;Pressensé;"294, Rue Francis de Préssensé";;VILLEURBANNE;49;16;;Collège Les Iris;Oui;;104;69266
4.82776522186418;45.7742004407;0;4002;Mairie du 4e;"133, Boulevard de la Croix Rousse";devant la mairie du 4ème;Lyon 4 ème;2;20;;mairie;Oui;;105;69384
4.83470728245108;45.7797251519676;0;4003;Place Commandant Arnaud;Place Commandant Arnaud;angle rue Belfort;Lyon 4 ème;3;17;;coeur quartier;Oui;;106;69384
4.82130764597298;45.7734801071979;0;4006;Philippe de Lassalle;Rue Philippe de Lassalle;Angle Rue Anselme;Lyon 4 ème;6;23;;IUFM;Oui;Monté;107;69384
4.82030319844145;45.7793264516607;0;4007;Place Flammarion;Place Flammarion;côté Rue Philippe de Lassalle;Lyon 4 ème;7;18;;maillage;Oui;;108;69384
4.88046225223826;45.7692274364669;0;10011;Gratte-Ciel;"174, Cours Emile Zola";Angle Rue Paul Verlaine;VILLEURBANNE;11;16;;"métro A, itinéraire cyclable";Oui;;109;69266
4.9011328928203;45.7650422669277;0;10013;Cusset;"13, Rue Pierre Voyant";;VILLEURBANNE;13;20;;"métro A, centre quartier";Oui;;110;69266
4.88072240462774;45.7618051903303;0;10018;Tolstoï / Florian;"4, Rue Florian";114 Cours Tolstoï;VILLEURBANNE;18;21;;itinéraire cyclable;Oui;;111;69266
4.87396620986898;45.7675343020076;0;10028;Ecole de musique;"49, Cours de la République";Angle Anatole France;VILLEURBANNE;28;24;;Conservatoire (A. France = itinéraire cyclable);Oui;;112;69266
4.88712372005919;45.7680704202146;0;10012;Zola / France;"230, Cours emile Zola";Angle cours Emile Zola;VILLEURBANNE;12;16;;"IUT maison des sports, maison de l'image, centre culturel";Oui;;113;69266
4.86003796631299;45.7314272671118;0;8042;Francis de Pressenssé;"74, Rue Paul Cazeneuve";Angle Avenue Francis de Pressenssé;Lyon 8 ème;38;22;;Quartier d'habitation;Oui;;114;69388
4.85024742721997;45.7530043530221;0;3029;Place Aristide Briand;"Face 303, Rue Duguesclin";Angle Gambetta;Lyon 3 ème;29;38;;itinéraires cyclables;Oui;;115;69383
4.78877412110312;45.750481483431;0;5045;Valdo / Rivet;Rue Jeunet;;Lyon 5 ème;45;18;;Maillage;Oui;;116;69385
4.79271430810799;45.7638977674248;0;5054;Champvert;"192, Avenue Barthélémy Buyer";;Lyon 5 ème;54;18;;"Centre social, marché";Oui;;117;69385
4.80758041425189;45.7709906411449;0;9040;Place de la Rhodiacéta;"53, Rue Chapeau Rouge";;Lyon 9 ème;40;12;;"ANPE, bureaux, enseignement secondaire";Oui;;118;69389
4.80515800301495;45.7701340720176;0;9049;Sergent Berthet / Gorge de Loup;"6, Rue Gorge de Loup";;Lyon 9 ème;49;16;;"Commerces, coeur de quartier";Oui;;119;69389
4.86733382869374;45.7707410676207;0;10046;Charmettes / Zola;"25, Rue des Charmettes";Angle cours Emile Zola;VILLEURBANNE;46;23;;"maillage, arrêt C3 ?";Oui;;120;69266
4.79973766097001;45.7760850428763;0;9043;Marietton Ouest;"Face 77b, Rue Marietton";;Lyon 9 ème;43;20;;Maillage;Oui;;121;69389
4.80090048324114;45.7704769200646;0;9044;Masset / Saint-Pierre de Vaise;"86, Rue Saint Pierre de Vaise";Angle Avenue Joannès Masset;Lyon 9 ème;44;16;;"Activités, maillage";Oui;;122;69389
4.79645034875755;45.7710182884515;0;9010;Piscine de Vaise;"52, Rue Sidoine Apollinaire";;Lyon 9 ème;10;19;;Piscine d'hiver de Vaise;Oui;;123;69389
4.80275989034438;45.7620132943614;0;5055;Buyer / Apollinaire;"103, Avenue Barthélémy Buyer";;Lyon 5 ème;55;22;;Centre commercial;Oui;;124;69385
4.80562769951928;45.7673654785191;0;9033;Gorge de Loup;49 bis Esplanade Lina Cretet;Rue Sergent Michel Berthet;Lyon 9 ème;33;40;;Lycée professionnel;Oui;;125;69389
4.84504825349964;45.7503447975739;0;7053;Jaurès / Thibaudière;"Face 27, Rue de la Thibaudière";Avenue Jean Jaurès;Lyon 7 ème;53;28;;Maillage;Oui;;126;69387
4.87281738753605;45.7351509957905;0;8004;Mairie du 8e;"Face 29, Avenue Jean Mermoz";;Lyon 8 ème;4;21;;Mairie du 8e;Oui;;127;69388
4.8716789632578;45.7452926164535;0;8002;Place Ambroise Courtois;Place Ambroise Courtois;Face 107 Cours Albert Thomas;Lyon 8 ème;2;20;;"Métro D, Institut Lumière, Place et avenue des frères Lumière";Oui;;128;69388
4.87730593439424;45.7285181510161;0;8021;Paul Santy;"101, Avenue Paul Santy";;Lyon 8 ème;21;16;;itinéraire cyclable;Oui;;129;69388
4.86088717514438;45.7444461798116;0;8025;Dumont / Jouvet;"16, Rueue Santos Dumont";;Lyon 8 ème;25;17;;maillage;Oui;;130;69388
4.85240018397892;45.7386358835747;0;8039;Pierre Delore;"Face 2, Rue Pierre Delore";;Lyon 8 ème;39;20;;Habitat;Oui;;131;69388
4.87695502500541;45.7822165054531;0;10002;INSA;Avenue Albert Einstein;au niveau du virage de l'avenue;VILLEURBANNE;2;40;;"INSA, tram, itinéraires cyclables";Oui;;132;69266
4.87314108788078;45.7636407030235;0;10025;Totem;"40, Cours Tolstoï";;VILLEURBANNE;25;16;;Centre Quartier;Oui;;133;69266
4.85952335379158;45.7767057578019;0;10054;Stalingrad / Meliès;"2, Rue Georges Meliès";;VILLEURBANNE;54;24;;"centre de congrès, bureaux";Oui;;134;69266
4.89242864138455;45.7670909450657;0;10058;Métro Flachet;"276, Cours Emile Zola";;VILLEURBANNE;58;22;;métro A;Oui;;135;69266
4.89569021996136;45.7615279698756;0;10071;Lycée Marie Curie;"33, Boulevard Eugène Réguillon";;VILLEURBANNE;71;15;;"lycée, quartier";Oui;;136;69266
4.80778505415194;45.7550310886453;0;5030;Charcot / Résidence universitaire;"Face 30, Rue Cdt Charcot";Angle Fort St Irénée/rue Cdt Charcot;Lyon 5 ème;30;32;;"Résidence universitaire, marché";Oui;;137;69385
4.81242122484574;45.754945881074;0;5008;Sainte-Irénée;Place Sainte Irénée;Rue des Chevaucheurs;Lyon 5 ème;8;20;;"Place, résidence universitaire";Oui;;138;69385
4.87295938886729;45.7707838400684;0;10061;République;"105, cours Emile Zola";;VILLEURBANNE;61;17;;métro;Oui;;139;69266
4.87246550496348;45.7614496449619;0;10073;Institut d'Art contemporain;"21, Rue Docteur Dolard";Angle Rue du 4 Septembre 1797;VILLEURBANNE;73;25;;Nouveau Musée D'Art Contemporain;Oui;;140;69266
4.8766904175328;45.7700978432658;0;10074;Zola / Passage Rey;"141, Cours Emile Zola";Angle Passage Rey;VILLEURBANNE;74;19;;"Salle de gym des Gratte-Ciel, centre-ville";Oui;;141;69266
4.85340997500186;45.7324819782408;0;8057;Vienne / Montagny;184 route de Vienne;;Lyon 8 ème;57;20;;Maillage;Oui;;142;69388
4.88953892636942;45.7353725112499;0;8059;Laënnec / Pinel;Rue Paradin;;Lyon 8 ème;59;15;;Jardin public;Oui;;143;69388
4.89395911410137;45.7419115491077;0;3090;Vinatier;"95, Boulevard Pinel";;Lyon 3 ème;90;20;;Hôpital le Vinatier;Oui;;144;69383
4.89426747171209;45.7525394294913;0;3102;Docteur Long / Aubépins;"2, Rue de la Caille";;Lyon 3 ème;102;16;;Maillage;Oui;;145;69383
4.82108664154825;45.7583623960293;0;5050;Théâtre Romain;"6, Rue de l'Antiquaille";;Lyon 5 ème;50;12;;"Théâtre antique, lycée";Oui;;146;69385
4.83016995541606;45.7594863490351;0;2036;Place Antonin Gourju;Place Antonin Gourju;;Lyon 2 ème;36;30;;"Commerces, place Bellecour,";Oui;;147;69382
4.81890644829197;45.7559666422451;0;5053;Saint-Just;"Face 8, Rue de Trion";;Lyon 5 ème;53;18;;"Coeur de quartier, commerces, jardin public, lycée";Oui;;148;69385
4.82473448931599;45.7518482427555;0;2042;Joffre / Vaubecour;"43, Rue Vaubecour";;Lyon 2 ème;42;20;;"Centre-ville, entrée zone 30";Oui;;149;69382
4.8044009888454;45.75344434356;0;5047;Albéric Pont;"2, Rue Docteur Albéric Pont";;Lyon 5 ème;47;16;;"Gymnase, Terrain de sports, collège";Oui;;150;69385
4.82610545169229;45.7578416796382;0;5040;Place Crépu;"127, Quai Fulchiron";;Lyon 5 ème;40;20;;"Vieux Lyon, Parking";Oui;;151;69385
4.83207161138638;45.7599398325897;0;2013;Célestins;"Face 2, Place des Célestins";"Côté nord de la place, vers l'ascenseur";Lyon 2 ème;13;22;;théâtre;Oui;;152;69382
4.82023024229826;45.7665803442908;0;5041;L'Homme de la Roche;"Face 56, Quai Pierre Scize";;Lyon 5 ème;41;21;;"Itinéraire cyclable, commerces, coeur de quartier";Oui;;153;69385
4.88904203550089;45.7453008083142;0;3089;Trarieux / Lacassagne;"221, Avenue Lacassagne";;Lyon 3 ème;89;24;;Ecole d'infirmière;Oui;;154;69383
4.88129489220966;45.7254037172008;0;8061;Stade Vuillermet;"186, Avenue Paul Santy";;Lyon 8 ème;61;18;;"Stade, commerces";Oui;;155;69388
4.83430422853589;45.7607516950582;0;2014;Jacobins;"1, Rue Jean de Tournes";;Lyon 2 ème;14;26;;"Coeur quartier, commerces, site";Oui;;156;69382
4.90529918937353;45.7541767015908;0;10115;Place d'Espagne / Stade Kruger;"143, Avenue Paul Kruger";;VILLEURBANNE;115;22;;Stade;Oui;;157;69266
4.89233360718211;45.7645636665294;0;10117;La Perralière;171 rue Léon Blum;;VILLEURBANNE;117;22;;"Centre de quartier, commerces";Oui;;158;69266
4.83301108468594;45.7544732763091;0;2041;Sala / Charité;"41, Rue Sala";;Lyon 2 ème;41;21;;Centre-ville;Oui;;159;69382
4.91464300868463;45.7520997282193;0;10016;Place de la paix;"10, place de la Paix";;VILLEURBANNE;16;17;;"Maillage, espace public, centre quartier";Oui;;160;69266
4.82762170447115;45.7682183165922;0;1013;Martinière;Rue de la Martinière;Au niveau de la place Saint Vincent;Lyon 1 er;13;11;;Maillage;Oui;;161;69381
4.8339617941232;45.7317535548178;0;7005;Debourg;"259t, Avenue Jean Jaurès";;Lyon 7 ème;5;20;;"Métro B, ENS lettres, bibliothèque";Oui;;162;69387
4.8142456674237;45.770389430222;0;4001;Conservatoire bis;"1, Quai Joseph Gillet";;Lyon 1 er;1;22;;"Conservatoire, logements";Oui;;163;69381
4.86313272236022;45.7702267691494;0;10006;Charpennes;Place Charles Hernu;;VILLEURBANNE;6;46;;"métro A B, tram, centre quartier, itinéraire cyclable";Oui;;164;69266
4.82057825753156;45.7924777385859;0;9041;Carret / Sédaillan;"30, Quai Paul Sédaillan";;Lyon 9 ème;41;18;;"Activités, logement, maillage";Oui;;165;69389
4.82904635336346;45.7974121962714;0;9008;L'Ile Barbe;"3, Quai Paul Sédallian";;Lyon 9 ème;8;16;;"Mairie annexe, Ile Barbe, coeur quartier, Poste, commerces";Oui;;166;69389
4.82060004612759;45.7817001067679;0;4042;Grégory Coupet;"79, Rue Philippe De Lassalle";;Lyon 4 ème;42;16;;Stade;Oui;;167;69384
4.91080670866867;45.7579070732361;0;10114;Bel Air / Les Brosses;Avenue de Bel Air;;VILLEURBANNE;114;20;;"Tramway, piste cyclable";Oui;;168;69266
4.83281500876046;45.7743716157555;0;1036;Aveyron;44 Bd de la Croix Rousse;;Lyon 1 er;36;17;;"Ecole, renforcement 4022";Oui;;169;69381
4.83506254529141;45.7755023590486;0;4041;Boussange / Austerlitz;"17, rue d'Austerlitz";;Lyon 4 ème;41;18;;"Renforcement 4022, commerces";Oui;;170;69384
4.83791179292647;45.7722014692572;0;1035;Quai Lassagne;"3, Quai André Lassagne";;Lyon 1 er;35;16;;Maillage;Oui;;171;69381
4.8565116142349;45.7848181552654;0;6042;Cité Internationale - Résidence hôtelière;Allée Achille Lignon;"Face 35, Quai Charles de Gaulle";Lyon 6 ème;42;28;;"Amphithéâtre, bureaux, résidence hôtelière";Oui;;172;69386
4.85963914713868;45.7846110498866;0;6041;Cité Internationale - Tête d'Or Nord;Allée Achille Lignon;;Lyon 6 ème;41;22;;"Parc, Amphithéâtre";Oui;;173;69386
4.85907055673834;45.7684122613765;0;6008;Place Jules Ferry;"17, Rue des Emeraudes";Place Jules Ferry;Lyon 6 ème;8;20;;"Métro, parking, place, restaurants";Oui;;174;69386
4.86149658594011;45.7577645564235;0;3094;Villette;"74, Rue de la Villette";;Lyon 3 ème;94;38;;"Etablissements publics, bureaux";Oui;;175;69383
4.86544165919535;45.7569549747275;0;3099;Place Sainte Anne;"2, Place Saint Anne";;Lyon 3 ème;99;18;;"Coeur de quartier, commerces";Oui;;176;69383
4.86876877080419;45.7528275113151;0;3100;Sisley /  Dauphiné;"4, Rue Professeur Paul Sisley";;Lyon 3 ème;100;17;;"Jardin public, tramway";Oui;;177;69383
4.85757437260103;45.7548124485154;0;3103;Place Danton;"4, Place Danton";Angle Rue Danton;Lyon 3 ème;103;18;;"Commerces, bureau";Oui;;178;69383
4.846118173435;45.7575642739996;0;3082;Saxe / Moncey;"Face 119, Avenue Maréchal de Saxe";;Lyon 3 ème;82;28;;"Coeur de quartier, DDE";Oui;;179;69383
4.90594543961647;45.7605212388029;0;10116;Blum / Faÿs;"171, Rue Léon Blum";;VILLEURBANNE;116;16;;"Square, commerces, lycée technique";Oui;;180;69266
4.9005991607434;45.767153312728;0;10118;Voyant / Chambord;"92, Rue Voyant";;VILLEURBANNE;118;22;;"Commerces, centre social";Oui;;181;69266
4.84632061822409;45.7525809002149;0;7008;Jean Jaurès / Guillotière;"17, Avenue Jean Jaurès";angle Rue de la Guillotière;Lyon 7 ème;8;10;;maillage;Oui;;182;69387
4.86200249892117;45.7703105281292;0;10111;Charles Hernu;"110, Cours Vitton";;Lyon 6 ème;46;20;;"Métro, Tram";Oui;;183;69386
4.79916034097263;45.7893151875845;0;9052;Balmont;"332, Boulevard de Balmont";;Lyon 9 ème;52;12;;Commerces;Oui;;184;69389
4.87127311041049;45.7835136793199;0;10084;Doua / Avenue des Arts;"2, Avenue des Arts";;VILLEURBANNE;84;30;;Campus de la Doua;Oui;;185;69266
4.87740423257663;45.7844851872384;0;10103;Doua / Rue des sports;Rue des Arts;;VILLEURBANNE;103;30;;"Tennis, stade, piscine";Oui;;186;69266
4.87122232135735;45.7809940664741;0;10102;Doua / Gaston Berger;Avenue Gaston Berger;;VILLEURBANNE;102;30;;"Tramway, itinéraires cyclabels, amphis";Oui;;187;69266
4.8824104015349;45.7856324623545;0;10001;IUT - Feyssine;Rue de la Technologie;;VILLEURBANNE;1;30;;"IUT, tramway";Oui;;188;69266
4.88026309125781;45.7753988102814;0;10080;Vaillant / Perroncel;"45, Rue Edouard Vaillant";Angle Rue Alexis Perroncel;VILLEURBANNE;80;17;;"Maillage, itinéraire cyclable";Oui;;189;69266
4.88534891893802;45.7544402430766;0;10112;Place de la Reconnaissance;"109, Route de Genas";;VILLEURBANNE;112;32;;"MJC, espace public, maillage";Oui;;190;69266
4.90069696832092;45.7606037573682;0;10087;Baratin;"76, Rue Pierre Baratin";;VILLEURBANNE;87;12;;"Terrain de sport, quartier";Oui;;191;69266
4.89870314279624;45.7660587436589;0;10088;4 août 1789 / Pressensé;"243, Cours Emile Zola";;VILLEURBANNE;88;19;;maillage;Oui;;192;69266
4.88424428577284;45.7778649152536;0;10083;Château Gaillard / Bienvenus;"Face 31, Rue des Bienvenus";;VILLEURBANNE;83;15;;;Oui;;193;69266
4.90047953036513;45.7631587956906;0;10035;Boiron Grangé;"45, Rrue Pierre Baratin";Rue Réguillon;VILLEURBANNE;35;16;;"stade, complexe sportif Boiron Grangé";Oui;;194;69266
4.87407579958389;45.7794214867087;0;10101;Einstein / 11 novembre 1918;Bd 11 nov 1918;;VILLEURBANNE;101;34;;"résidence étudiante, maillage";Oui;;195;69266
4.84205069934951;45.7467662258474;0;7055;Servant / Jaboulay;"30, Rue Renan";;Lyon 7 ème;55;16;;"Métro B, future halte TER, coeur quartier, mairie";Oui;;196;69387
4.90981821970443;45.7651240553554;0;10014;Laurent Bonnevay / Astroballe;Rue du Sytral;;VILLEURBANNE;14;28;;"Gare, métro";Oui;;197;69266
4.88797131728741;45.7747495364239;0;10091;Château Gaillard / Fort;"28, Rue Louis Fort";;VILLEURBANNE;91;16;;maillage;Oui;;198;69266
4.87405232669433;45.7744984646734;0;10089;Colin / Perroncel;"22, Rue colin";;VILLEURBANNE;89;15;;"Commerces, Itinéraire Cyclable";Oui;;199;69266
4.79553109316586;45.7496172707889;0;5036;La Salette;"104, Rue Commandant Charcot";;Lyon 5 ème;32;15;;"Habitations, commerces";Oui;;200;69385
4.86290216902877;45.779408313608;0;10053;Rossellini / 11 Novembre;"29, Boulevard du 11 Novembre 1918";;VILLEURBANNE;53;30;;"BRGM, ENSSIB";Oui;;201;69266
4.89886566289764;45.7529723995868;0;10041;Kimmerling;"41, Route de Genas";;VILLEURBANNE;41;16;;"Maillage, espace public";Oui;;202;69266
4.83760843673107;45.7696005888254;0;1022;Place Tolozan;Place Tolozan;Angle nord-est de la place;Lyon 1 er;22;36;;"Opéra, Métro A, métro C, mairie centrale";Oui;;203;69381
4.82984412575203;45.7492533954914;0;2039;Charité / Récamier;"86, Rue de la Charité";;Lyon 2 ème;39;17;;"Lycée, tramway, commerces";Oui;;204;69382
4.83639168535633;45.7672004172203;0;1032;Pizay;"Face 22, Rue Pizay";;Lyon 1 er;32;22;;;Oui;;205;69381
4.82486172800932;45.7479691410902;0;2037;Place des Archives;"18, Rue Dugas Montbel";;Lyon 2 ème;37;40;;;Oui;;206;69382
4.86528578303152;45.7472487338215;0;8035;Sans Souci;"18, Rue Edouard Rochet";;Lyon 8 ème;35;20;;"Métro D, Institut Lumière, Place des frères Lumière";Oui;;207;69388
4.841069562211;45.7787675773143;0;4012;Place Adrien Godien;"38, Cours d'Herbouville";Terre plein central;Lyon 4 ème;12;30;;maillage;Oui;;208;69384
4.82053847071145;45.7774206479391;0;4014;Philippe de Lassalle / Pillement;"Face 38, Rue Philippe de Lassalle";angle Rue Pillement;Lyon 4 ème;14;13;;maillage;Oui;;209;69384
4.83255392075439;45.7760751390864;0;4022;Place de la Croix-Rousse;Place de la Croix-Rousse;A proximité de la Grande Rue;Lyon 4 ème;22;21;;"Place de le Croix-Rousse, commerces, Métro";Oui;;210;69384
4.84377734051919;45.7637594783419;0;6031;Lafayette / Corneille;"64, Rue Pierre Corneille";angle Cours Lafayette;Lyon 6 ème;31;13;;maillage;Oui;;211;69386
4.78814888398559;45.7546405115265;0;5031;Ménival / Joliot Curie;Rue Joliot Curie;;Lyon 5 ème;31;20;;Maillage;Oui;;212;69385
4.86839504019714;45.7578296698746;0;3085;Sacré Coeur;"68, Rue Antoine Charial";;Lyon 3 ème;85;16;;"Gymnase, piscine, lycée, jardin public, sacré coeur";Oui;;213;69383
4.8178899295525;45.7754224668985;0;4025;Chazière;"25, Rue Chazière";;Lyon 4 ème;25;20;;"Parc Cerisaie, habitations";Oui;;214;69384
4.81981665742037;45.7678957694769;0;1006;Subsistances;14 quai Saint Vincent;;Lyon 1 er;6;22;;Les Subsistances;Oui;;215;69381
4.85119610778237;45.745963728885;0;7052;Parc Blandan;"37, Rue du Repos (entrée parc Blandan)";;Lyon 7 ème;25;25;;Parc Sergent Blandan;Oui;;216;69387
4.82359702396374;45.791670182604;0;11003;Caluire / La Rochette;Place de la Rochette;;CALUIRE-ET-CUIRE;3;20;;;Oui;;217;69034
4.8134162571604;45.7746311098017;0;4026;Birmingham;Avenue de Birmingham;Tunnel Mode doux de la Croix-Rousse;Lyon 4 ème;26;20;;;Oui;;218;69384
4.81892031353667;45.7333083359278;0;2020;Musée des Confluences;Pont Raymond Barre;Parvis du Musée des Confluences;Lyon 2 ème;20;20;;Musée des Confluences;Oui;;219;69382
4.87592395955083;45.7483207051237;0;3050;Friche RVI;"5, Rue Félix Rollet";;Lyon 3 ème;50;20;;ancienne friche RVI;Oui;Monté;220;69383
4.86308624982863;45.7606085556441;0;3081;Part-Dieu / Francfort;Rue Maurice Flandin;Place de Francfort;Lyon 3 ème;81;28;;Gare routière de Lyon Part-Dieu;Oui;Monté;221;69383
4.84706200028546;45.7637960125263;0;6033;Créqui / Lafayette;"153, Rue de Créqui";Angle avec Cours Lafayette;Lyon 6 ème;;15;;Part-Dieu;Oui;;222;69386
4.84367508189202;45.7548790164649;0;7001;Place Gabriel Péri;"4, Place Gabriel Péri";"En face du mur peint, devant la Poste";Lyon 7 ème;1;20;;"métro D, tram, coeur quartier, commerces";Oui;;223;69387
4.845193598695;45.7609213906399;0;3017;Saxe / Dunoir;"5, Rue Dunoir";Angle Avenue Maréchal de Saxe;Lyon 3 ème;;37;;marechal_saxe_dunoir;Oui;;224;69383
4.85267899064733;45.7607774131537;0;3015;Servient / Garibaldi;"Face 112, Rue Servient";Place Charles de Gaulle;Lyon 3 ème;15;17;;"tram, cité administrative";Oui;;225;69383
4.85340444740993;45.7547065642496;0;3034;Garibaldi / Pensionnat;"52, Rue du Pensionnat";;Lyon 3 ème;104;30;;Lyon 3ème arrondissement;Oui;;226;69383
4.82555918518477;45.7826362574796;0;4008;Clos Savaron;"10, Rue Clos Savaron";Face au n°19;Lyon 4 ème;;20;;deleuvre;Oui;;227;69384
4.80781372226459;45.7730995725331;0;9029;Saint Pierre de Vaise;Place Vanderpol;angle Rue Saint-Pierre de Vaise;Lyon 9 ème;29;15;;coeur de quartier;Oui;;228;69389
4.83738209027367;45.7276967807767;0;7026;Baldassini / Gerland;"25, Rue Jean Baldassini";;Lyon 7 ème;68;20;;baldassini_gerland;Oui;;229;69387
4.84378640469111;45.7519114393107;0;7036;Gryphe / Montesquieu;"37, Rue Sébastien Gryphe";Rue Montesquieu;Lyon 7 ème;65;25;;Lyon 7ème arrondissement;Oui;;230;69387
4.80729635880228;45.7828282303757;0;9015;Saint-Cyr;"51t, Rue de Saint-Cyr";;Lyon 9 ème;;30;;saint_cyr_rhin;Oui;;231;69389
4.81634939179424;45.7904088071307;0;9046;Mangini;"12, Rue Félix Mangini";Face au n°9;Lyon 9 ème;;24;;plasson_chaize;Oui;;232;69389
4.87792062630033;45.7644829391732;0;10019;4 Août / Racine;"37, Rue du 4 Août 1789";;VILLEURBANNE;;30;;;Oui;;233;69266
4.87149646318962;45.7790639863242;0;10056;11 novembre / Gaston Berger;Avenue du 11 novembre 1918;Angle Avenue Gaston Berger;VILLEURBANNE;56;35;;"resto U, associations, logements étudiants, iti. Cyclable";Oui;;234;69266
4.86465038412167;45.7499462288418;0;3069;Dauphiné / Saint-Maximin;"10, rue du Dauphiné";;Lyon 3 ème;;30;;Lyon 3ème arrondissement;Oui;;235;69383
4.85296550501578;45.7495788810534;0;7038;Place Stalingard;Place Stalingrad;Angle avec Grande Rue de la Guillotière;Lyon 7 ème;38;13;;maillage;Oui;;236;69387
